ID;CoordXInicio;CoordYInicio;CoordZInicio;CoordXFin;CoordYFin;CoordZFin
0;661752,9757;5687564,451;270,30494;661756,3094;5687559,078;271,3331829
1;661752,9757;5687564,451;270,30494;661737,6372;5687559,472;269,4871641
2;661752,9757;5687564,451;270,30494;661738,2726;5687569,894;267,5677765
3;661752,9757;5687564,451;270,30494;661746,056;5687566,727;268,2733267
4;661752,9757;5687564,451;270,30494;661738,0932;5687570,348;267,1000217
5;661752,9757;5687564,451;270,30494;661763,063;5687560,533;266,8841289
6;661752,9757;5687564,451;270,30494;661764,6174;5687550,402;267,9136557
7;661752,9757;5687564,451;270,30494;661750,9865;5687580,802;265,308474
8;661756,3094;5687559,078;271,3331829;661752,9757;5687564,451;270,30494
9;661756,3094;5687559,078;271,3331829;661737,6372;5687559,472;269,4871641
10;661756,3094;5687559,078;271,3331829;661738,2726;5687569,894;267,5677765
11;661756,3094;5687559,078;271,3331829;661746,056;5687566,727;268,2733267
12;661756,3094;5687559,078;271,3331829;661761,491;5687566,576;264,7319629
13;661756,3094;5687559,078;271,3331829;661763,063;5687560,533;266,8841289
14;661756,3094;5687559,078;271,3331829;661764,6174;5687550,402;267,9136557
15;661756,3094;5687559,078;271,3331829;661754,4965;5687584,863;261,73088
16;661737,6372;5687559,472;269,4871641;661752,9757;5687564,451;270,30494
17;661737,6372;5687559,472;269,4871641;661756,3094;5687559,078;271,3331829
18;661737,6372;5687559,472;269,4871641;661738,2726;5687569,894;267,5677765
19;661737,6372;5687559,472;269,4871641;661746,056;5687566,727;268,2733267
20;661737,6372;5687559,472;269,4871641;661738,0932;5687570,348;267,1000217
21;661737,6372;5687559,472;269,4871641;661738,6913;5687576,904;266,58087
22;661737,6372;5687559,472;269,4871641;661734,4537;5687577,712;265,6315212
23;661737,6372;5687559,472;269,4871641;661733,178;5687578,071;265,1931125
24;661738,2726;5687569,894;267,5677765;661739,4606;5687581,619;260,970069
25;661738,2726;5687569,894;267,5677765;661756,3094;5687559,078;271,3331829
26;661738,2726;5687569,894;267,5677765;661737,6372;5687559,472;269,4871641
27;661738,2726;5687569,894;267,5677765;661746,056;5687566,727;268,2733267
28;661738,2726;5687569,894;267,5677765;661738,0932;5687570,348;267,1000217
29;661738,2726;5687569,894;267,5677765;661738,6913;5687576,904;266,58087
30;661738,2726;5687569,894;267,5677765;661734,4537;5687577,712;265,6315212
31;661738,2726;5687569,894;267,5677765;661733,178;5687578,071;265,1931125
32;661746,056;5687566,727;268,2733267;661752,9757;5687564,451;270,30494
33;661746,056;5687566,727;268,2733267;661756,3094;5687559,078;271,3331829
34;661746,056;5687566,727;268,2733267;661737,6372;5687559,472;269,4871641
35;661746,056;5687566,727;268,2733267;661738,2726;5687569,894;267,5677765
36;661746,056;5687566,727;268,2733267;661738,0932;5687570,348;267,1000217
37;661746,056;5687566,727;268,2733267;661738,6913;5687576,904;266,58087
38;661746,056;5687566,727;268,2733267;661734,4537;5687577,712;265,6315212
39;661746,056;5687566,727;268,2733267;661750,9865;5687580,802;265,308474
40;661738,0932;5687570,348;267,1000217;661741,2824;5687584,141;259,399668
41;661738,0932;5687570,348;267,1000217;661756,3094;5687559,078;271,3331829
42;661738,0932;5687570,348;267,1000217;661737,6372;5687559,472;269,4871641
