ID;DistanciaMinimaDijkstra;NodoInicioOptimoDijkstra;CaminoOptimoDijkstra;DistanciaMinimaAStar;NodoInicioOptimoAStar;CaminoOptimoAStar;DistanciaMinimaBellmanFord;NodoInicioOptimoBellmanFord;CaminoOptimoBellmanFord
50;121,90401875038131;91;91->5->48->50;121,90401875038131;91;91->5->48->50;121,90401875038131;91;91->5->48->50
51;126,19976058197807;91;91->5->48->51;126,19976058197807;91;91->5->48->51;126,19976058197807;91;91->5->48->51
52;129,24690459691888;91;91->5->48->49->52;129,24690459691888;91;91->5->48->49->52;129,24690459691888;91;91->5->48->49->52
53;132,75817087503077;91;91->5->48->49->53;132,75817087503077;91;91->5->48->49->53;132,75817087503077;91;91->5->48->49->53
54;110,79902695047016;91;91->5->22->27->54;110,79902695047016;91;91->5->22->27->54;110,79902695047016;91;91->5->22->27->54
55;118,34560280274323;91;91->5->22->27->54->55;118,34560280274323;91;91->5->22->27->54->55;118,34560280274323;91;91->5->22->27->54->55
56;128,7649674679147;91;91->5->22->27->54->56;128,7649674679147;91;91->5->22->27->54->56;128,7649674679147;91;91->5->22->27->54->56
57;126,52037524025368;91;91->5->22->27->54->57;126,52037524025368;91;91->5->22->27->54->57;126,52037524025368;91;91->5->22->27->54->57
58;142,1228108210172;91;91->5->22->27->54->55->58;142,1228108210172;91;91->5->22->27->54->55->58;142,1228108210172;91;91->5->22->27->54->55->58
59;152,45373932827297;91;91->5->22->27->54->55->59;152,45373932827297;91;91->5->22->27->54->55->59;152,45373932827297;91;91->5->22->27->54->55->59
60;157,5338953094165;91;91->5->48->49->53->60;157,5338953094165;91;91->5->48->49->53->60;157,5338953094165;91;91->5->48->49->53->60
61;128,03741754240548;91;91->5->22->27->54->61;128,03741754240548;91;91->5->22->27->54->61;128,03741754240548;91;91->5->22->27->54->61
62;146,99350194659357;91;91->5->22->27->54->57->62;146,99350194659357;91;91->5->22->27->54->57->62;146,99350194659357;91;91->5->22->27->54->57->62
63;169,71950258287367;91;91->5->48->51->63;169,71950258287367;91;91->5->48->51->63;169,71950258287367;91;91->5->48->51->63
64;55,550270553447604;91;91->8->64;55,550270553447604;91;91->8->64;55,550270553447604;91;91->8->64
65;58,17456817767933;89;89->39->65;58,17456817767933;89;89->39->65;58,17456817767933;89;89->39->65
66;60,13090662052734;89;89->15->66;60,13090662052734;89;89->15->66;60,13090662052734;89;89->15->66
67;25,686493629194523;89;89->67;25,686493629194523;89;89->67;25,686493629194523;89;89->67
68;43,09623783618806;89;89->15->68;43,09623783618806;89;89->15->68;43,09623783618806;89;89->15->68
69;74,46585853692312;89;89->15->66->69;74,46585853692312;89;89->15->66->69;74,46585853692312;89;89->15->66->69
70;78,3320945990711;89;89->39->65->70;78,3320945990711;89;89->39->65->70;78,3320945990711;89;89->39->65->70
71;80,67353786574304;89;89->15->40->71;80,67353786574304;89;89->15->40->71;80,67353786574304;89;89->15->40->71
72;85,07202678620226;90;90->12->14->21->72;85,07202678620226;90;90->12->14->21->72;85,07202678620226;90;90->12->14->21->72
73;99,67677866700164;91;91->8->64->73;99,67677866700164;91;91->8->64->73;99,67677866700164;91;91->8->64->73
74;100,0401226987361;89;89->15->40->71->74;100,0401226987361;89;89->15->40->71->74;100,0401226987361;89;89->15->40->71->74
75;106,27978014117951;89;89->15->40->71->74->75;106,27978014117951;89;89->15->40->71->74->75;106,27978014117951;89;89->15->40->71->74->75
76;109,36732084024445;89;89->15->40->71->74->76;109,36732084024445;89;89->15->40->71->74->76;109,36732084024445;89;89->15->40->71->74->76
77;109,55351961256352;89;89->15->40->71->74->77;109,55351961256352;89;89->15->40->71->74->77;109,55351961256352;89;89->15->40->71->74->77
78;113,80242157152328;89;89->15->40->71->74->78;113,80242157152328;89;89->15->40->71->74->78;113,80242157152328;89;89->15->40->71->74->78
79;114,52258342381398;90;90->12->14->21->72->79;114,52258342381398;90;90->12->14->21->72->79;114,52258342381398;90;90->12->14->21->72->79
80;100,66819147761095;91;91->5->22->80;100,66819147761095;91;91->5->22->80;100,66819147761095;91;91->5->22->80
81;117,21787733553532;89;89->15->40->42->81;117,21787733553532;89;89->15->40->42->81;117,21787733553532;89;89->15->40->42->81
82;126,70870634151467;89;89->39->65->70->82;126,70870634151467;89;89->39->65->70->82;126,70870634151467;89;89->39->65->70->82
83;137,24048569281243;89;89->15->40->42->81->83;137,24048569281243;89;89->15->40->42->81->83;137,24048569281243;89;89->15->40->42->81->83
84;142,6023600166274;89;89->15->40->42->81->84;142,6023600166274;89;89->15->40->42->81->84;142,6023600166274;89;89->15->40->42->81->84
85;145,9110326565311;89;89->15->66->69->85;145,9110326565311;89;89->15->66->69->85;145,9110326565311;89;89->15->66->69->85
