ID;CoordXInicio;CoordYInicio;CoordZInicio;CoordXFin;CoordYFin;CoordZFin
0;791248,722;5923699,399;663,4;791254,7163;5923683,243;691,0499878
1;791248,722;5923699,399;663,4;791232,9417;5923684,156;690,0869751
2;791248,722;5923699,399;663,4;791229,4145;5923680,627;689,0020142
3;791248,722;5923699,399;663,4;791257,5307;5923671,421;688,5139771
4;791248,722;5923699,399;663,4;791229,5452;5923671,292;687,7869873
5;791248,722;5923699,399;663,4;791291,56;5923682,09;687,0170288
6;791248,722;5923699,399;663,4;791224,8705;5923663,444;698,5759888
7;791248,722;5923699,399;663,4;791291,9564;5923676,375;692,9979858
8;791276,198;5923698,164;665,8;791291,56;5923682,09;687,0170288
9;791276,198;5923698,164;665,8;791254,7163;5923683,243;691,0499878
10;791276,198;5923698,164;665,8;791291,9564;5923676,375;692,9979858
11;791276,198;5923698,164;665,8;791257,5307;5923671,421;688,5139771
12;791276,198;5923698,164;665,8;791296,5866;5923674,237;693,4140015
13;791276,198;5923698,164;665,8;791294,6523;5923668,019;693,3189697
14;791276,198;5923698,164;665,8;791232,9417;5923684,156;690,0869751
15;791276,198;5923698,164;665,8;791229,4145;5923680,627;689,0020142
16;791314,172;5923708,97;664,8;791291,56;5923682,09;687,0170288
17;791314,172;5923708,97;664,8;791296,5866;5923674,237;693,4140015
18;791314,172;5923708,97;664,8;791291,9564;5923676,375;692,9979858
19;791314,172;5923708,97;664,8;791346,8365;5923681,611;691,9099731
20;791314,172;5923708,97;664,8;791342,8921;5923672,858;689,4650269
21;791314,172;5923708,97;664,8;791294,6523;5923668,019;693,3189697
22;791314,172;5923708,97;664,8;791342,7992;5923669,405;688,8029785
23;791314,172;5923708,97;664,8;791341,473;5923663,44;684,3029785
24;791363,259;5923702,487;671,6;791346,8365;5923681,611;691,9099731
25;791363,259;5923702,487;671,6;791342,8921;5923672,858;689,4650269
26;791363,259;5923702,487;671,6;791394,7521;5923684,333;690,6660156
27;791363,259;5923702,487;671,6;791395,958;5923682,248;687,7269897
28;791363,259;5923702,487;671,6;791342,7992;5923669,405;688,8029785
29;791363,259;5923702,487;671,6;791396,5058;5923681,673;688,6879883
30;791363,259;5923702,487;671,6;791394,3205;5923675,363;689,8670044
31;791363,259;5923702,487;671,6;791341,473;5923663,44;684,3029785
32;791401,232;5923698,782;673,3;791404,5821;5923688,554;691,5189819
33;791401,232;5923698,782;673,3;791395,958;5923682,248;687,7269897
34;791401,232;5923698,782;673,3;791396,5058;5923681,673;688,6879883
35;791401,232;5923698,782;673,3;791394,7521;5923684,333;690,6660156
36;791401,232;5923698,782;673,3;791401,866;5923683,266;691,0739746
37;791401,232;5923698,782;673,3;791394,3205;5923675,363;689,8670044
38;791401,232;5923698,782;673,3;791346,8365;5923681,611;691,9099731
39;791401,232;5923698,782;673,3;791342,8921;5923672,858;689,4650269
