ID;CoordXInicio;CoordYInicio;CoordZInicio;CoordXFin;CoordYFin;CoordZFin
25;791224,8705;5923663,444;698,5759888;791229,4145;5923680,627;689,0020142
26;791224,8705;5923663,444;698,5759888;791229,5452;5923671,292;687,7869873
27;791224,8705;5923663,444;698,5759888;791223,0011;5923657,012;694,0750122
28;791224,8705;5923663,444;698,5759888;791216,0818;5923654,537;692,5449829
29;791224,8705;5923663,444;698,5759888;791215,7445;5923644,347;695,9829712
30;791224,8705;5923663,444;698,5759888;791216,8138;5923640,17;696,2600098
31;791224,8705;5923663,444;698,5759888;791211,036;5923638,36;688,3930054
32;791223,0011;5923657,012;694,0750122;791232,9417;5923684,156;690,0869751
33;791223,0011;5923657,012;694,0750122;791229,4145;5923680,627;689,0020142
34;791223,0011;5923657,012;694,0750122;791229,5452;5923671,292;687,7869873
35;791223,0011;5923657,012;694,0750122;791224,8705;5923663,444;698,5759888
36;791223,0011;5923657,012;694,0750122;791216,0818;5923654,537;692,5449829
37;791223,0011;5923657,012;694,0750122;791215,7445;5923644,347;695,9829712
38;791223,0011;5923657,012;694,0750122;791216,8138;5923640,17;696,2600098
39;791223,0011;5923657,012;694,0750122;791211,036;5923638,36;688,3930054
40;791216,0818;5923654,537;692,5449829;791232,9417;5923684,156;690,0869751
41;791216,0818;5923654,537;692,5449829;791229,4145;5923680,627;689,0020142
42;791216,0818;5923654,537;692,5449829;791229,5452;5923671,292;687,7869873
43;791216,0818;5923654,537;692,5449829;791224,8705;5923663,444;698,5759888
44;791216,0818;5923654,537;692,5449829;791223,0011;5923657,012;694,0750122
45;791216,0818;5923654,537;692,5449829;791215,7445;5923644,347;695,9829712
46;791216,0818;5923654,537;692,5449829;791216,8138;5923640,17;696,2600098
47;791216,0818;5923654,537;692,5449829;791211,036;5923638,36;688,3930054
48;791215,7445;5923644,347;695,9829712;791232,9417;5923684,156;690,0869751
49;791215,7445;5923644,347;695,9829712;791229,4145;5923680,627;689,0020142
50;791215,7445;5923644,347;695,9829712;791229,5452;5923671,292;687,7869873
51;791215,7445;5923644,347;695,9829712;791224,8705;5923663,444;698,5759888
52;791215,7445;5923644,347;695,9829712;791223,0011;5923657,012;694,0750122
53;791215,7445;5923644,347;695,9829712;791216,0818;5923654,537;692,5449829
54;791215,7445;5923644,347;695,9829712;791216,8138;5923640,17;696,2600098
55;791215,7445;5923644,347;695,9829712;791211,036;5923638,36;688,3930054
56;791216,8138;5923640,17;696,2600098;791232,9417;5923684,156;690,0869751
57;791216,8138;5923640,17;696,2600098;791229,4145;5923680,627;689,0020142
58;791216,8138;5923640,17;696,2600098;791229,5452;5923671,292;687,7869873
59;791216,8138;5923640,17;696,2600098;791224,8705;5923663,444;698,5759888
60;791216,8138;5923640,17;696,2600098;791223,0011;5923657,012;694,0750122
61;791216,8138;5923640,17;696,2600098;791216,0818;5923654,537;692,5449829
62;791216,8138;5923640,17;696,2600098;791215,7445;5923644,347;695,9829712
63;791216,8138;5923640,17;696,2600098;791211,036;5923638,36;688,3930054
64;791211,036;5923638,36;688,3930054;791244,2296;5923615,85;685,7160034
65;791211,036;5923638,36;688,3930054;791229,4145;5923680,627;689,0020142
66;791211,036;5923638,36;688,3930054;791229,5452;5923671,292;687,7869873
67;791211,036;5923638,36;688,3930054;791224,8705;5923663,444;698,5759888
68;791211,036;5923638,36;688,3930054;791223,0011;5923657,012;694,0750122
69;791211,036;5923638,36;688,3930054;791216,0818;5923654,537;692,5449829
70;791211,036;5923638,36;688,3930054;791215,7445;5923644,347;695,9829712
71;791211,036;5923638,36;688,3930054;791216,8138;5923640,17;696,2600098
72;791254,7163;5923683,243;691,0499878;791232,9417;5923684,156;690,0869751
73;791254,7163;5923683,243;691,0499878;791229,4145;5923680,627;689,0020142
74;791254,7163;5923683,243;691,0499878;791229,5452;5923671,292;687,7869873
75;791254,7163;5923683,243;691,0499878;791224,8705;5923663,444;698,5759888
76;791254,7163;5923683,243;691,0499878;791223,0011;5923657,012;694,0750122
77;791254,7163;5923683,243;691,0499878;791296,5866;5923674,237;693,4140015
78;791254,7163;5923683,243;691,0499878;791291,9564;5923676,375;692,9979858
79;791254,7163;5923683,243;691,0499878;791291,56;5923682,09;687,0170288
80;791257,5307;5923671,421;688,5139771;791232,9417;5923684,156;690,0869751
81;791257,5307;5923671,421;688,5139771;791229,4145;5923680,627;689,0020142
82;791257,5307;5923671,421;688,5139771;791229,5452;5923671,292;687,7869873
83;791257,5307;5923671,421;688,5139771;791224,8705;5923663,444;698,5759888
84;791257,5307;5923671,421;688,5139771;791294,6523;5923668,019;693,3189697
85;791257,5307;5923671,421;688,5139771;791291,9564;5923676,375;692,9979858
86;791257,5307;5923671,421;688,5139771;791291,56;5923682,09;687,0170288
87;791257,5307;5923671,421;688,5139771;791254,7163;5923683,243;691,0499878
88;791244,2296;5923615,85;685,7160034;791229,5679;5923584,887;685,572998
89;791244,2296;5923615,85;685,7160034;791257,5307;5923671,421;688,5139771
90;791244,2296;5923615,85;685,7160034;791270,5386;5923582,049;690,7059937
91;791244,2296;5923615,85;685,7160034;791276,4896;5923604,816;691,0780029
92;791244,2296;5923615,85;685,7160034;791286,8792;5923617,656;691,4050293
93;791244,2296;5923615,85;685,7160034;791216,0818;5923654,537;692,5449829
94;791244,2296;5923615,85;685,7160034;791215,7445;5923644,347;695,9829712
95;791244,2296;5923615,85;685,7160034;791216,8138;5923640,17;696,2600098
96;791229,5679;5923584,887;685,572998;791257,5307;5923671,421;688,5139771
97;791229,5679;5923584,887;685,572998;791244,2296;5923615,85;685,7160034
98;791229,5679;5923584,887;685,572998;791273,3121;5923588,053;681,7869873
99;791229,5679;5923584,887;685,572998;791295,2007;5923585,619;675,8770142
100;791229,5679;5923584,887;685,572998;791276,4896;5923604,816;691,0780029
101;791229,5679;5923584,887;685,572998;791270,5386;5923582,049;690,7059937
102;791229,5679;5923584,887;685,572998;791259,7248;5923560,294;684,2349854
103;791229,5679;5923584,887;685,572998;791258,1773;5923555,279;685,0200195
104;791227,2881;5923577,849;686,7449951;791257,5307;5923671,421;688,5139771
105;791227,2881;5923577,849;686,7449951;791244,2296;5923615,85;685,7160034
106;791227,2881;5923577,849;686,7449951;791229,5679;5923584,887;685,572998
107;791227,2881;5923577,849;686,7449951;791295,2007;5923585,619;675,8770142
